timestamp,value,geometry,lng,lat
2021-01-02T08:20:13.712000+00:00,1935.9110107421875,POINT (84.45194614681556 25.00075384545526),84.45194614681556,25.000753845455264
2021-01-02T08:20:09.512000+00:00,1924.19482421875,POINT (84.20844485210807 24.64302353782),84.20844485210807,24.643023537819996
2021-01-02T08:20:25.472000+00:00,1930.08349609375,POINT (83.78289014856604 25.34386936180093),83.78289014856604,25.34386936180093
2021-01-02T08:20:22.112000+00:00,1927.322998046875,POINT (83.5410587391264 24.98673289240077),83.5410587391264,24.98673289240077
2021-01-02T08:20:16.232000+00:00,1912.988037109375,POINT (85.15534219170037 25.36219314091433),85.15534219170037,25.362193140914332
2021-01-02T08:20:16.232000+00:00,1903.2264404296875,POINT (85.61556410020285 25.36548817809846),85.61556410020285,25.365488178098456
2021-01-02T08:20:12.032000+00:00,1906.759765625,POINT (84.90953189135399 25.00570340301807),84.90953189135399,25.005703403018067
2021-01-02T08:20:13.712000+00:00,1917.500732421875,POINT (85.36847656950953 25.00926115092299),85.36847656950953,25.009261150922992
2021-01-02T08:20:33.870998+00:00,1916.0738525390625,POINT (83.11538530725147 25.68126588441752),83.11538530725147,25.68126588441752
2021-01-02T08:20:25.472000+00:00,1924.6019287109375,POINT (83.32831664035045 25.33499436836474),83.32831664035045,25.334994368364743
2021-01-02T08:20:34.710999+00:00,1929.024658203125,POINT (82.66252971006102 25.66983394780856),82.66252971006102,25.669833947808563
2021-01-02T08:20:16.232000+00:00,1900.4256591796875,POINT (87.97536759558326 26.07053647015622),87.97536759558326,26.07053647015622
2021-01-02T08:20:14.552000+00:00,1871.089111328125,POINT (87.2554008170962 25.72088851477293),87.2554008170962,25.720888514772934
2021-01-02T08:20:15.392000+00:00,1898.027587890625,POINT (87.72156820474804 25.71802308210634),87.72156820474804,25.718023082106342
2021-01-02T08:20:22.112000+00:00,1893.05615234375,POINT (87.0417993893037 26.07556889579861),87.0417993893037,26.07556889579861
2021-01-02T08:20:18.752001+00:00,1888.24462890625,POINT (88.6995043244351 26.41653495029529),88.6995043244351,26.416534950295286
2021-01-02T08:20:18.752001+00:00,1883.74169921875,POINT (89.16982203949344 26.40975021785475),89.16982203949344,26.40975021785475
2021-01-02T08:20:26.311001+00:00,1889.3367919921875,POINT (88.48574110036429 26.77168933920118),88.4857411003643,26.771689339201185
2021-01-02T08:20:24.632000+00:00,1867.9840087890625,POINT (88.95623959608287 26.76597760795463),88.95623959608287,26.765977607954632
2021-01-02T08:20:22.952000+00:00,1895.288818359375,POINT (88.2300935744027 26.42177218479455),88.2300935744027,26.421772184794552
2021-01-02T08:20:01.112000+00:00,1898.000244140625,POINT (87.21676844147038 25.0093300892461),87.21676844147038,25.0093300892461
2021-01-02T08:19:59.431999+00:00,1902.326171875,POINT (87.68169246045491 25.00575137621756),87.68169246045491,25.005751376217564
2021-01-02T08:19:56.911999+00:00,1898.91845703125,POINT (86.96577724579147 24.65323544621611),86.96577724579147,24.65323544621611
2021-01-02T08:19:54.391998+00:00,1891.6273193359375,POINT (87.42954714237742 24.65001057908241),87.42954714237742,24.650010579082412
2021-01-02T08:20:08.672000+00:00,1932.3233642578125,POINT (86.75292849271344 25.01145998986464),86.75292849271344,25.011459989864637
2021-01-02T08:20:02.792000+00:00,1908.605712890625,POINT (88.40182844836023 25.3548786329265),88.40182844836023,25.354878632926503
2021-01-02T08:19:57.751999+00:00,1902.7288818359375,POINT (88.14764292220498 25.00071443483884),88.14764292220498,25.00071443483884
2021-01-02T08:20:08.672000+00:00,1917.17578125,POINT (88.18876213888086 25.71366339378712),88.18876213888086,25.71366339378712
2021-01-02T08:20:07.832000+00:00,1894.5572509765625,POINT (87.9347657249746 25.36031652364747),87.9347657249746,25.36031652364747
2021-01-02T08:20:32.191002+00:00,1883.0848388671875,POINT (86.36271257636028 26.42742875442103),86.36271257636028,26.427428754421026
2021-01-02T08:20:19.591999+00:00,1907.5963134765625,POINT (86.79031810302865 25.72226943344646),86.79031810302865,25.722269433446456
2021-01-02T08:20:24.632000+00:00,1893.329345703125,POINT (86.57665706027414 26.0758346327929),86.57665706027414,26.075834632792898
2021-01-02T08:20:21.271999+00:00,1915.449951171875,POINT (85.86363495709477 25.72062017921015),85.86363495709477,25.72062017921015
2021-01-02T08:20:21.271999+00:00,1879.1785888671875,POINT (92.05884836494553 27.04314741064009),92.05884836494553,27.04314741064009
2021-01-02T08:20:20.431999+00:00,1885.6585693359375,POINT (92.53500683220031 27.02567828440731),92.53500683220031,27.025678284407306
2021-01-02T08:20:23.792000+00:00,1901.4898681640625,POINT (93.75501697424217 27.32689463908178),93.75501697424217,27.326894639081782
2021-01-02T08:20:32.191002+00:00,1869.3843994140625,POINT (96.20762149605595 27.89565738265527),96.20762149605595,27.89565738265527
2021-01-02T08:20:24.632000+00:00,1915.572021484375,POINT (95.66722506400134 27.22478292042927),95.66722506400134,27.224782920429266
2021-01-02T08:20:27.150999+00:00,1888.51708984375,POINT (95.45834576007844 27.58988028821736),95.45834576007844,27.58988028821736
2021-01-02T08:20:27.150999+00:00,1884.215576171875,POINT (95.93709703775396 27.56110141576091),95.93709703775396,27.561101415760906
2021-01-02T08:20:22.112000+00:00,1924.18115234375,POINT (95.18905992834397 27.25277230919775),95.18905992834397,27.252772309197752
2021-01-02T08:20:31.351000+00:00,1848.4222412109375,POINT (96.41577498943872 27.53067047149931),96.41577498943872,27.53067047149931
2021-01-02T08:20:36.390999+00:00,1898.36865234375,POINT (95.24894209152848 27.9531580928071),95.24894209152848,27.953158092807104
2021-01-02T08:19:16.593000+00:00,1918.596435546875,POINT (84.0582349617961 21.03863744121148),84.0582349617961,21.038637441211478
2021-01-02T08:19:11.553000+00:00,1928.1046142578125,POINT (84.50846407521001 21.03877288162406),84.50846407521001,21.038772881624062
2021-01-02T08:19:09.873000+00:00,1920.0426025390625,POINT (83.8191349526527 20.67279698429765),83.8191349526527,20.672796984297648
2021-01-02T08:19:07.353000+00:00,1917.8873291015625,POINT (84.26806688945932 20.67298787559517),84.26806688945932,20.672987875595172
2021-01-02T08:19:20.792999+00:00,1917.0943603515625,POINT (83.84819901575389 21.40259701213257),83.84819901575389,21.40259701213257
2021-01-02T08:19:18.273001+00:00,1918.9063720703125,POINT (84.29832270796031 21.40385517362521),84.29832270796031,21.403855173625207
2021-01-02T08:19:16.593000+00:00,1918.9232177734375,POINT (83.60942212501358 21.03732258106265),83.60942212501358,21.037322581062654
2021-01-02T08:19:13.233000+00:00,1922.0396728515625,POINT (85.20270097135469 21.40275089158404),85.20270097135469,21.40275089158404
2021-01-02T08:19:11.553000+00:00,1902.0098876953125,POINT (85.65685486885678 21.40036697183677),85.65685486885678,21.40036697183677
2021-01-02T08:19:10.713000+00:00,1927.5902099609375,POINT (84.96006032106607 21.03771789314731),84.96006032106607,21.037717893147306
2021-01-02T08:19:07.353000+00:00,1930.77099609375,POINT (85.41297357697259 21.03546197517025),85.41297357697259,21.03546197517025
2021-01-02T08:19:22.473000+00:00,1918.367431640625,POINT (84.99219196494586 21.76835190450248),84.99219196494586,21.768351904502484
2021-01-02T08:19:18.273001+00:00,1909.1773681640625,POINT (85.44630794312816 21.76706333272948),85.44630794312816,21.76706333272948
2021-01-02T08:19:15.753000+00:00,1926.1138916015625,POINT (84.74983997734608 21.40391013352423),84.74983997734608,21.403910133524235
2021-01-02T08:19:02.313000+00:00,1909.883056640625,POINT (83.79021839711955 19.93966682957516),83.79021839711955,19.939666829575156
2021-01-02T08:18:58.952999+00:00,1913.5216064453125,POINT (84.23796462471012 19.93877465781196),84.23796462471012,19.93877465781196
2021-01-02T08:18:57.273998+00:00,1909.6072998046875,POINT (83.55277156452107 19.57222746797592),83.55277156452107,19.572227467975917
2021-01-02T08:18:54.754002+00:00,1918.967529296875,POINT (83.99921678755112 19.57133985169841),83.99921678755112,19.57133985169841
2021-01-02T08:19:06.513000+00:00,1921.346923828125,POINT (83.58102487385662 20.30638172446461),83.58102487385662,20.306381724464615
2021-01-02T08:19:03.153000+00:00,1917.712890625,POINT (84.02865089189275 20.30660311288704),84.02865089189275,20.306603112887043
2021-01-02T08:19:01.473000+00:00,1916.1185302734375,POINT (83.34390676384001 19.93943980347045),83.34390676384001,19.93943980347045
2021-01-02T08:18:58.112999+00:00,1930.5657958984375,POINT (84.92809190530221 20.30360664709348),84.92809190530221,20.303606647093478
2021-01-02T08:18:55.594002+00:00,1924.5498046875,POINT (85.37980849075983 20.30036827337592),85.37980849075983,20.300368273375916
2021-01-02T08:18:53.074001+00:00,1927.293212890625,POINT (84.6870974301608 19.93675279912134),84.6870974301608,19.93675279912134
2021-01-02T08:18:53.074001+00:00,1927.65087890625,POINT (85.13756781770368 19.93359124352426),85.13756781770368,19.933591243524262
2021-01-02T08:19:08.193000+00:00,1925.455322265625,POINT (84.71838890522268 20.67201210634895),84.71838890522268,20.672012106348948
2021-01-02T08:19:03.153000+00:00,1922.467041015625,POINT (85.17005157813496 20.6698591656689),85.17005157813496,20.669859165668896
2021-01-02T08:19:02.313000+00:00,1911.0469970703125,POINT (84.47768947561357 20.30568158942214),84.47768947561357,20.305681589422136
2021-01-02T08:19:33.393002+00:00,1922.734375,POINT (83.18942723137393 21.76123891308474),83.18942723137393,21.76123891308474
2021-01-02T08:19:31.712999+00:00,1917.318115234375,POINT (83.63796440675088 21.76483426487685),83.63796440675088,21.76483426487685
2021-01-02T08:19:25.833000+00:00,1916.2723388671875,POINT (82.9523267722507 21.39651760040562),82.9523267722507,21.396517600405616
2021-01-02T08:19:23.313000+00:00,1919.86181640625,POINT (83.39951775809925 21.40014715592036),83.39951775809925,21.40014715592036
2021-01-02T08:19:37.592999+00:00,1917.1407470703125,POINT (82.97915595387052 22.12056701479976),82.97915595387052,22.120567014799764
2021-01-02T08:19:35.073002+00:00,1912.210693359375,POINT (83.42753652173781 22.12531783377141),83.4275365217378,22.12531783377141
2021-01-02T08:19:33.393002+00:00,1910.854736328125,POINT (82.74240612938483 21.7564525663125),82.74240612938483,21.756452566312497
2021-01-02T08:19:30.033001+00:00,1915.92626953125,POINT (84.32873324114637 22.13116261004613),84.32873324114637,22.13116261004613
2021-01-02T08:19:27.513000+00:00,1920.5550537109375,POINT (84.78145185155151 22.13223207082178),84.78145185155151,22.13223207082178
2021-01-02T08:19:24.993000+00:00,1913.4444580078125,POINT (84.08797013039511 21.76722613241611),84.0879701303951,21.76722613241611
2021-01-02T08:19:23.313000+00:00,1917.8299560546875,POINT (84.53939584091619 21.76840251208225),84.53939584091619,21.768402512082254
2021-01-02T08:19:36.752998+00:00,1892.3062744140625,POINT (84.11785754210248 22.49215897173309),84.11785754210248,22.492158971733087
2021-01-02T08:19:35.073002+00:00,1895.662841796875,POINT (84.57048596161793 22.49435940948032),84.57048596161793,22.494359409480325
2021-01-02T08:19:32.553001+00:00,1910.0220947265625,POINT (83.87741170292324 22.12885386517609),83.87741170292324,22.128853865176094
2021-01-02T08:19:15.753000+00:00,1917.3751220703125,POINT (82.92563404253757 20.66895971092735),82.92563404253757,20.668959710927346
2021-01-02T08:19:12.393000+00:00,1919.376708984375,POINT (83.37164152939424 20.67145043629695),83.37164152939424,20.671450436296954
2021-01-02T08:19:10.713000+00:00,1917.4954833984375,POINT (82.69020041209737 20.30255461013843),82.69020041209737,20.30255461013843
2021-01-02T08:19:08.193000+00:00,1915.8636474609375,POINT (83.13485914559845 20.30502840865213),83.13485914559845,20.305028408652127
2021-01-02T08:19:22.473000+00:00,1915.3646240234375,POINT (82.71623681539012 21.03120107508939),82.71623681539012,21.031201075089392
2021-01-02T08:19:19.113001+00:00,1920.9827880859375,POINT (83.1620737052873 21.03483980130921),83.1620737052873,21.03483980130921
2021-01-02T08:19:20.792999+00:00,1916.81640625,POINT (82.4811588803469 20.66533674517907),82.4811588803469,20.665336745179065
2021-01-02T08:19:00.633000+00:00,1913.87744140625,POINT (86.77910009102277 21.02139162201412),86.77910009102277,21.021391622014118
2021-01-02T08:19:10.713000+00:00,1925.703369140625,POINT (88.19577250754001 21.73279012116611),88.19577250754001,21.732790121166115
